,group_id,context,groups
288,288,"input(Tensor) – the input tensor. nan(Number,optional) – the value to replaceNaNs with. Default is zero. posinf(Number,optional) – if a Number, the value to replace positive infinity values with.
If None, positive infinity values are replaced with the greatest finite value representable byinput’s dtype.
Default is None. ",[5]
289,289,"input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Computes the error function of input. The error function is defined as follows: input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the complementary error function of input.
The complementary error function is defined as follows: input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the inverse error function of input.
The inverse error function is defined in the range(−1,1)(-1, 1)(−1,1)as: input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the expit (also known as the logistic sigmoid function) of the elements of input. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the exponential of the elements minus 1
of input. Note This function provides greater precision than exp(x) - 1 for small values of x. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the base two exponential function of input. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the natural logarithm of the absolute value of the gamma function oninput. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the exponentially scaled zeroth order modified Bessel function of the first kind (as defined below)
for each element of input. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Returns a new tensor with the logit of the elements of input.inputis clamped to [eps, 1 - eps] when eps is not None.
When eps is None andinput< 0 orinput> 1, the function will yields NaN. input(Tensor) – the input tensor. eps(float,optional) – the epsilon for input clamp bound. Default:None out(Tensor,optional) – the output tensor. Example: Computesinput*log1p(other)with the following cases. Similar to SciPy’sscipy.special.xlog1py. input(NumberorTensor) – Multiplier ",[408]
290,290,"input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the complementary error function of input.
The complementary error function is defined as follows: input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the inverse error function of input.
The inverse error function is defined in the range(−1,1)(-1, 1)(−1,1)as: input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the expit (also known as the logistic sigmoid function) of the elements of input. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the exponential of the elements minus 1
of input. Note This function provides greater precision than exp(x) - 1 for small values of x. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the base two exponential function of input. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the natural logarithm of the absolute value of the gamma function oninput. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Example: Computes the exponentially scaled zeroth order modified Bessel function of the first kind (as defined below)
for each element of input. input(Tensor) – the input tensor. out(Tensor,optional) – the output tensor. Returns a new tensor with the logit of the elements of input.inputis clamped to [eps, 1 - eps] when eps is not None.
When eps is None andinput< 0 orinput> 1, the function will yields NaN. input(Tensor) – the input tensor. eps(float,optional) – the epsilon for input clamp bound. Default:None out(Tensor,optional) – the output tensor. Example: Computesinput*log1p(other)with the following cases. Similar to SciPy’sscipy.special.xlog1py. input(NumberorTensor) – Multiplier other(NumberorTensor) – Argument Note At least one of inputorothermust be a tensor. out(Tensor,optional) – the output tensor. Example: ","[406, 407, 409, 410]"
291,291,"layout(torch.layout, optional) – the desired layout of returned window tensor. Only torch.strided(dense layout) is supported. device(torch.device, optional) – the desired device of returned tensor.
Default: if None, uses the current device for the default tensor type
(seetorch.set_default_tensor_type()).devicewill be the CPU
for CPU tensor types and the current CUDA device for CUDA tensor types. requires_grad(bool,optional) – If autograd should record operations on the
returned tensor. Default:False. ",[99]
292,292,"length(Optional[int]) – The amount to trim the signal by (i.e. the
original signal length). (Default: whole signal) return_complex(Optional[bool]) – Whether the output should be complex, or if the input should be
assumed to derive from a real signal and window.
Note that this is incompatible withonesided=True.
(Default:False) Least squares estimation of the original signal of size (…, signal_length) Tensor ","[776, 777]"
293,293,"matrix norm vector norm ’fro’ Frobenius norm – ‘nuc’ nuclear norm – Number – sum(abs(x)**ord)**(1./ord) The vector norm can be calculated across any number of dimensions.
The corresponding dimensions of inputare flattened into
one dimension, and the norm is calculated on the flattened
dimension. Frobenius norm produces the same result asp=2in all cases
except whendimis a list of three or more dims, in which
case Frobenius norm throws an error. ","[419, 422]"
294,294,"n_fft(int) – Size of Fourier transform hop_length(Optional[int]) – The distance between neighboring sliding window frames.
(Default:n_fft//4) win_length(Optional[int]) – The size of window frame and STFT filter. (Default:n_fft) window(Optional[torch.Tensor]) – The optional window function.
(Default:torch.ones(win_length)) center(bool) – Whether input was padded on both sides so that thettt-th frame is
centered at timet×hop_lengtht \times \text{hop\_length}t×hop_length.
(Default:True) ",[754]
295,295,"nan(Number,optional) – the value to replaceNaNs with. Default is zero. posinf(Number,optional) – if a Number, the value to replace positive infinity values with.
If None, positive infinity values are replaced with the greatest finite value representable byinput’s dtype.
Default is None. neginf(Number,optional) – if a Number, the value to replace negative infinity values with.
If None, negative infinity values are replaced with the lowest finite value representable byinput’s dtype.
Default is None. ","[4, 6]"
296,296,"nonlinearity gain Linear / Identity 111 Conv{1,2,3}D 111 Sigmoid 111 Tanh 53\frac{5}{3}35​ ReLU 2\sqrt{2}2​ Leaky Relu 21+negative_slope2\sqrt{\frac{2}{1 + \text{negative\_slope}^2}}1+negative_slope22​​ SELU 34\frac{3}{4}43​ Warning ",[938]
297,297,"nuclear norm – Number – sum(abs(x)**ord)**(1./ord) The vector norm can be calculated across any number of dimensions.
The corresponding dimensions of inputare flattened into
one dimension, and the norm is calculated on the flattened
dimension. Frobenius norm produces the same result asp=2in all cases
except whendimis a list of three or more dims, in which
case Frobenius norm throws an error. Nuclear norm can only be calculated across exactly two dimensions. ","[435, 436]"
