,question,answer,group_id
413,"If NNN is greater than or equal to 2, what is the trivial matrix-matrix product returned?",if equal to 2,5598
414,"If NNN is greater than or equal to 2, then this is a no-op - the original matrix is returned as is.",1,5598
415,What is the warning that returns the matrix product of the NNN 2-D tensors?,Warning,5598
416,What algorithm computes the matrix product of the NNN 2-D tensors?,matrix chain order algorithm,5598
417,What is required to return the matrix product of the NNN 2-D tensors?,NNN needs to be greater than or equal to 2,5598
418,What is the name of the warning message that is sent when NNN is greater than or equal to 2?,Warning,5598
419,What is deprecated and will be removed in a future PyTorch release?,torch.chain_matmul(),11021
420,What is a sequence of 2 or more 2-D tensors whose product is to be determined?,matrices,11021
421,What is the output tensor ignored if out =?,None,11021
422,What does torch.linalg.multi_dot() accept instead of multiple arguments?,a list of two or more tensors,11021
423,Ignored if out = what?,None,11021
424,When will torch.chain_matmul() be removed?,PyTorch,11021
425,What does torch.linalg.multi_dot() accept?,a list of two or more tensors rather than multiple arguments,11021
426,"Out (Tensor, optional) – what is ignored if out = None?",the output tensor,11021
427,What does torch.linalg.multi_dot() replace?,multiple arguments,8212
428,What is the tangent of the elements of input?,hyperbolic,5384
429,Element-wise arctangent of inputi/otheri with consideration of what?,quadrant,2250
430,Returns a new tensor with the signed angles in what?,radians,2250
431,What is the first parameter of inputitextinput_iinputi?,y,2250
432,The arctangent of inputi/otheritextinput_iinputi /otheri is considered with,the quadrant,2250
433,What is inputitextinput_iinputi's first parameter?,y,2250
434,"What returns a new tensor with the signed angles in radians between vector (otheri,inputi)(text",Returns a new tensor,2251
435,With consideration of what is the arctangent of inputi/otheri/textother_iinputi /other,the quadrant,2251
436,"Inputitextinput_iinputi, the first parameter, is what -coordinate?",y,2251
437,What is the first input tensor other?,input (Tensor),2251
438,What is an example of a broadcastable input and output tensor?,Example,7286
439,What is the goal of this quickstart guide?,Familiarize yourself with PyTorch concepts and modules,2405
440,What do you learn in this quickstart guide?,build deep neural networks,2405
441,How do you use torch.nn to create and train a neural network?,Getting-Started,2405
442,How do you build models with PyTorch?,build deep neural networks,2405
443,What type of PyTorch code examples are included in this quickstart guide?,"Bite-size, ready-to-deploy PyTorch code examples",2405
444,What is the name of the tutorial that introduces the fundamental concepts of PyTorch?,Getting-Started,2405
445,What is a step-by-step guide to building a complete ML workflow with PyTorch?,"Bite-size, ready-to-deploy PyTorch code examples",1444
446,How is building a complete ML workflow with PyTorch?,step-by-step,1444
447,How does this tutorial introduce the fundamental concepts of PyTorch?,self-contained examples,1444
448,What is the main feature of TensorBoard?,Interpretability,1444
449,What is the purpose of PyTorch?,A step-by-step guide to building a complete ML workflow,1444
450,What is the second tutorial in a series of three tutorials?,leanr how to generate names from languages,1444
451,"Bite-size, ready-to-deploy what?",PyTorch code examples,1444
452,"What is used to visualize data and model training. Interpretability,Getting-Started,TensorBoard Finetune a pre",TensorBoard,1444
453,What is used to classify names?,character-level RNN,1444
454,What type of learning does PyTorch train?,Reinforcement-Learning,1444
455,What is used to create and train a neural network?,torch.nn,8091
456,What library can be used to load and preprocess data from a simple dataset?,PyTorch's torchaudio library,8091
457,"What is a Getting-Started,TensorBoard Finetune a pre-trained Mask R-CNN",Interpretability,8091
458,Familiarize yourself with what concepts and modules?,PyTorch,2406
459,"Learn how to load data, train and save your models in this quickstart guide.",build deep neural networks,2406
460,What are PyTorch code examples?,"Bite-size, ready-to-deploy PyTorch code examples",2406
461,What is a quickstart guide to building a complete ML workflow with PyTorch?,A step-by-step guide to building a complete ML workflow,2406
462,What is a generative adversarial network used to generate new celebrities?,Image/Video,2406
463,What tool can be used to visualize data and model training?,TensorBoard,4083
464,What type of video is used to train a convolutional neural network for image classification using transfer learning?,Image/Video,4083
465,What type of video train a convolutional neural network for image classification using transfer learning?,Image/Video,4083
466,What pre-trained model can TensorBoard fine tune?,Mask R-CNN,4085
467,What did you learn after using character-level RNN to classify names?,leanr how to generate names from languages,4085
468,How do you deploy a PyTorch model?,PyTorch model using Flask,4085
469,What is the term for a model that detects the image?,Production,4085
470,What are some of the features of TensorBoard?,"Interpretability,Getting-Started,TensorBoard Finetune a pre-trained Mask R-CNN model",4085
471,What type of data does TensorBoard fine tune?,Image/Video,851
472,What type of data does TensorBoard finetune?,Image/Video,851
